division,dept,course,term,year,item 1 (i found the course intellectually stimulating),item 2 (the course provided me with a deep understanding of the subject manner) ,item 3 (the instructor created a course atmosphere that was condusive to my learning),"item 4 (course projects, assignments, tests, and/or exams improved my understanding of the course material)","item 5 (course projects, assignments, tests, and/or exams provided opportunity for me to demonstrate an understanding of the course material)","item 6 (overall, the quality of my learning experience in the course was:) ",instructor generated enthusiasm,course workload,i would recommend this course,number invited,number responses,last name,description
artsc,csc,csc318h1,winter,2021,3.5,4.0,4.1,3.9,4.0,3.7,4.2,4.2,3.4,94.00,21,mariakakis,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,summer,2020,3.6,3.8,3.8,3.8,3.8,3.6,4.2,3.8,3.6,39.00,6,posner,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2020,3.2,3.5,3.4,3.4,3.5,3.1,3.5,4.5,3.0,55.00,17,chevalier,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2020,3.2,3.5,3.4,3.4,3.5,3.1,3.5,4.5,3.0,55.00,17,truong,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2020,3.2,3.5,3.4,3.4,3.5,3.1,3.5,4.5,3.0,55.00,17,posner,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2020,3.2,3.5,3.8,3.4,3.5,3.1,3.9,4.5,3.0,55.00,17,chevalier,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2020,3.2,3.5,3.8,3.4,3.5,3.1,3.9,4.5,3.0,55.00,17,truong,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2020,3.2,3.5,3.8,3.4,3.5,3.1,3.9,4.5,3.0,55.00,17,posner,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2019,4.04,4.1,4.2,4.2,3.8,3.8,4.2,4.1,3.9,72.00,28,chevalier,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2019,4.04,4.1,4.2,4.2,3.8,3.8,4.2,4.1,3.9,72.00,28,truong,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2019,4.04,4.1,4.2,4.2,3.8,3.8,4.2,4.1,3.9,72.00,28,posner,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2018,2.6,2.7,2.2,2.6,2.7,2.4,2.1,4.1,2.4,77.00,27,chevalier,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2018,2.6,2.7,2.2,2.6,2.7,2.4,2.1,4.1,2.4,77.00,27,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2018,2.6,2.7,2.2,2.6,2.7,2.4,2.1,4.1,2.4,77.00,27,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2018,2.6,2.7,2.2,2.6,2.7,2.4,2.1,4.1,2.4,77.00,27,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2017,3.3,3.8,4.0,3.6,3.6,3.3,4.0,3.6,3.3,87.00,28,chevalier,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2017,3.3,3.8,4.0,3.6,3.6,3.3,4.0,3.6,3.3,87.00,28,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2017,3.3,3.8,4.0,3.6,3.6,3.3,4.0,3.6,3.3,87.00,28,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2017,3.3,3.8,4.0,3.6,3.6,3.3,4.0,3.6,3.3,87.00,28,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2016,4.1,4.1,4.7,4.3,4.2,4.2,4.3,2.9,4.3,79.00,21,chevalier,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2016,4.1,4.1,4.7,4.3,4.2,4.2,4.3,2.9,4.3,79.00,21,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2016,4.1,4.1,4.7,4.3,4.2,4.2,4.3,2.9,4.3,79.00,21,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2016,4.1,4.1,4.7,4.3,4.2,4.2,4.3,2.9,4.3,79.00,21,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2015,3.8,4.1,4.7,4.1,4.2,4.1,4.6,3.5,4.1,80.00,22,chevalier,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2015,3.8,4.1,4.7,4.1,4.2,4.1,4.6,3.5,4.1,80.00,22,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2015,3.8,4.1,4.7,4.1,4.2,4.1,4.6,3.5,4.1,80.00,22,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2015,3.8,4.1,4.7,4.1,4.2,4.1,4.6,3.5,4.1,80.00,22,pandeliev,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,fall,2013,3.6,3.8,4.1,3.9,3.7,3.5,4.2,3.2,4.0,96.00,45,st-cyr,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2013,3.6,3.8,4.1,3.6,3.6,3.6,,3.9,3.6,70.00,38,truong,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc318h1,winter,2014,3.6,3.9,4.1,4.2,4.1,3.7,4.2,3.3,4.0,73.00,33,st-cyr,usercentred design of interactive systems methodologies principles and metaphors task analysis interdisciplinary design the role of graphic design industrial design and the behavioural sciences interactive hardware and software concepts from computer graphics typography layout colour sound video gesture and usability enhancements classes of interactive graphical media direct manipulation systems extensible systems rapid prototyping tools students work on projects in interdisciplinary teams
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,kim,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,kostas,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,kazakevich,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,papadopoulou,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,sin,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,zhang,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2022,4.3,4.3,4.1,4.1,4.3,3.8,4.1,3.6,3.8,154.00,33,aly,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,kim,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,kostas,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,kazakevich,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,papadopoulou,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,sin,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,zhang,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2024,4.3,4.4,4.5,4.3,4.3,4.1,4.4,3.3,4.1,159.00,47,aly,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,kim,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,kostas,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,kazakevich,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,papadopoulou,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,sin,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,zhang,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2023,4.0,4.0,4.0,3.8,3.8,3.6,4.1,3.7,3.7,152.00,32,aly,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,kim,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,kostas,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,kazakevich,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,papadopoulou,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,sin,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,zhang,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2020,4.4,4.4,3.8,4.3,4.3,4.0,4.0,3.5,4.3,160.00,34,aly,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,kim,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,kostas,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,kazakevich,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,papadopoulou,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,sin,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,zhang,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2019,4.0,4.2,4.1,4.1,4.0,3.8,4.0,3.6,3.8,141.00,37,aly,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,kim,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,kostas,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,kazakevich,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,papadopoulou,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,sin,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,zhang,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
